"channelId","频道名称","清理结论","原因代码","说明","清理后领域","原搜索词","证据片段","公开来源","原观察时间"
"UC584dpUdbJYqM7fIuNCGeHw","AnimalFriends","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Subscribe today to keep up to date on all the happenings at Animal Friends, located in Pittsburgh, PA! Animal Friends, a premier companion animal resource center, is committed to nurturing and promoting the animal-human bond through outreach, education and therapeutic programming and creating a community where our relationship with companion animals is guided by compassion.","https://www.youtube.com/channel/UC584dpUdbJYqM7fIuNCGeHw","2026-09-18T12:18:30.467Z"
"UC7utFXxgZnRT8L3_adRXOtA","Dog Shelter Volunteers","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","We are volunteers at Benton County Canine Shelter in Kennewick, WA. This channel will feature adoptable shelter dogs. We're a couple of moms new to YouTube - please be nice! 😉","https://www.youtube.com/channel/UC7utFXxgZnRT8L3_adRXOtA","2026-09-18T12:10:07.947Z"
"UCafDTp2ztjnCHXb9vaIRBng","Physio knowledge","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","learning platform for BPT & MPT students, interns and physiotherapists, created to make physiotherapy education simple, practical, clinical and exam-oriented. 📚 What you’ll find here: 🧠 Anatomy & Neuroanatomy 🦴 Orthopaedic Physiotherapy ⚡ Electrotherapy & Exercise Th","https://www.youtube.com/channel/UCafDTp2ztjnCHXb9vaIRBng","2026-09-18T12:18:56.058Z"
"UCbBoVY3sxhSv8Sl3Dm5rMqQ","BLVD Vet","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary","🐾 Veterinarian owned and operated family of clinics in Chicago, Illinois. 📍 Lakeview East, Logan Square, Ravenswood and River North 💻 Find us at 🐈 Check out our cat only clinic, BLVD Cat! 📲 Follow us at @blvd.v","https://www.youtube.com/channel/UCbBoVY3sxhSv8Sl3Dm5rMqQ","2026-09-18T12:04:14.050Z"
"UCOVz6gaIp55lkdeajy_Ujcg","Life Chiropractic College West","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors","chiropractors","fe West students are trained in more than 13 different chiropractic techniques, and our curriculum offers excellence in hands-on chiropractic education. Find us in the heart of the San Francisco Bay Area, where our students can enjoy an unparalleled experience in lif","https://www.youtube.com/channel/UCOVz6gaIp55lkdeajy_Ujcg","2026-09-18T08:48:46.027Z"
"UCDhGyoCkNlo3L6nwuRyNMsA","Raw Feeding Veterinary Society","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary","veterinary; veterinarian","The Raw Feeding Veterinary Society is a group of motivated vets, vet nurses and nutrition experts with a common interest in raw feeding and species appropriate nutrition in dogs and cats. It is UK based, but welcome any veteri","https://www.youtube.com/channel/UCDhGyoCkNlo3L6nwuRyNMsA","2026-09-18T12:04:14.383Z"
"UCGgpgK2hsDb7VwBwHh13YJw","Chiropractic Therapy Clinic | Farzad","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors","chiropractors","Auto accident injury chiropractor and spinal decompression therapy specialist methods. Herniated disc non-surgical treatment, advanced sports rehabilitation clinic, and sciatica nerve decompression treatment. Professional clinic prov","https://www.youtube.com/channel/UCGgpgK2hsDb7VwBwHh13YJw","2026-09-18T08:48:54.051Z"
"UChFu47ZCezeRSKfj24A_xYg","Pinkard Equine services","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Equine pemf therapy and body work","https://www.youtube.com/channel/UChFu47ZCezeRSKfj24A_xYg","2026-09-18T12:20:02.375Z"
"UCUrn9ruqXljTBRY16tZs2dQ","JING TV! Advanced Massage Training","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Welcome to JING TV! Follow the weekly adventures of Meg and Rachel on weekly Jing TV episodes exploring the fascinating world of bodywork, business and beyond. Catch free Jing TV episodes for great tips on advanced massage techniques, how to get more clients and achieve the life you desire plus interviews with the movers and shakers in the massage biz. Jing Advanced Massage Training is a UK based, revolutionary postgraduate massage training organisation providing master CPD/C","https://www.youtube.com/channel/UCUrn9ruqXljTBRY16tZs2dQ","2026-09-18T08:55:59.343Z"
"UCBEUyQhynzzhab54qwzIbjw","V S Physiotherapy Osteopathy Chiropractic Lucknow","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist; chiropractors","chiropractors","c Clinic Lucknow, founded by Dr. Venkatesh Mishra is a Physiotherapist Chiropractor and Osteopath. He did his BPT studies from Agra University and Post graduation in Musculoskeletal Disorder from HNB Gharwal University (Dehradun). Although done the Diplomate in osteopat","https://www.youtube.com/channel/UCBEUyQhynzzhab54qwzIbjw","2026-09-18T12:04:14.777Z"
"UCDyf60BnDbibL3u8LpByeBw","Melody The Massage Therapist","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","massage therapist","massage therapist","I have been a massage therapist for 31 years. Over the years I have learned many easy, at home massage techniques and would like to share them with you. In addition to these helpful techniques, I would love to share other beneficia","https://www.youtube.com/channel/UCDyf60BnDbibL3u8LpByeBw","2026-09-18T12:04:16.545Z"
"UCM5IcedvPte7nqiCPUSzjCg","Harper College","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Harper College is one of the nation’s premier community colleges and one of the largest, serving more than 35,000 students annually in Chicago’s northwest suburbs.","https://www.youtube.com/channel/UCM5IcedvPte7nqiCPUSzjCg","2026-09-18T08:53:04.290Z"
"UCXG-cbQ3-XpM6D02xGEj1mg","Vet Treasure","review","student_or_admissions","学生／招生／职业准备内容，尚未确认已从业，单独待复核。","","veterinarian","Welcome, Ananya this side!! I am a first year vet student studying in TANUVAS through VCI quota(NEET).Here I upload videos related to Veterinary,college life, NEET and counselling. Visit again!❤️🐾 Email ID- ananyaskar21@gmail.com","https://www.youtube.com/channel/UCXG-cbQ3-XpM6D02xGEj1mg","2026-09-18T12:04:15.046Z"
"UC40-3OsQo5UnQ3cBjnjhvtQ","College of Physiotherapists of Alberta","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","physical therapist","College of Physiotherapists of Alberta","https://www.youtube.com/channel/UC40-3OsQo5UnQ3cBjnjhvtQ","2026-09-18T12:18:24.202Z"
"UCLiQd63QzsTi6ox2veZurqg","Veterinary MCQs","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary",". This channel is designed for: • Veterinary students (DVM / BVSc) • Veterinary teachers and educators • Practicing veterinarians • Candidates preparing for veterinary competitive and licensing examinations worldwide 📚 Subjects Covered: • Veterinary Anatomy","https://www.youtube.com/channel/UCLiQd63QzsTi6ox2veZurqg","2026-09-18T12:04:15.049Z"
"UCP32MM0vZ32jBOc7OTKhm4A","Ahava Chiropractic","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors","chiropractors","Ahava Chiropractic is located in Rancho Cucamonga, Ca. We specialize in a technique called Gonstead Chiropractic. We serve families in the San Bernardino County with specific, scientific, neurologically based chiroprac","https://www.youtube.com/channel/UCP32MM0vZ32jBOc7OTKhm4A","2026-09-18T12:04:15.464Z"
"UCqqe1JRJ9ZrnK-gniRhhDiQ","Platinum Performance, Inc.","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","chiropractors","Created out of clinical necessity by renowned veterinarian Dr. Doug Herthel, Platinum Performance® continues to innovate to best support your health and the health, performance & healing of your horses, dogs & cats. For 30 years Platinum Performance® has le","https://www.youtube.com/channel/UCqqe1JRJ9ZrnK-gniRhhDiQ","2026-09-18T12:10:08.294Z"
"UCv3RGl_rT-9kAH8BSyFnPiw","Physical Therapy & Sports Medicine Centers","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","setts, PTSMC is the state's largest private outpatient physical therapy company. You can learn more about PTSMC and find out about our locations, staff and treatment options at","https://www.youtube.com/channel/UCv3RGl_rT-9kAH8BSyFnPiw","2026-09-18T08:42:26.813Z"
"UCC5jkg1jxcXE3t1UUI0Xf3Q","Farm Sanctuary","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","e farm, where every rescued life gets a second chance. We care for abandoned, injured, and neglected animals with love and compassion. Your support helps provide food, shelter, and medical care. Please donate to help us save more lives. Every kindness makes a differ","https://www.youtube.com/channel/UCC5jkg1jxcXE3t1UUI0Xf3Q","2026-09-18T09:01:46.460Z"
"UCEFUlvUbi9dESCLJpX6tp9A","Balkan Underdogs","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","animal rescue","Balkan Underdogs is a “non profit” UK registered dog rescue charity made up of volunteers dedicated to helping the street dogs of The Balkans. Please consider one of our dogs, we fight against the odds and without our supporters we wouldn’t be able to help th","https://www.youtube.com/channel/UCEFUlvUbi9dESCLJpX6tp9A","2026-09-18T12:19:30.246Z"
"UCEiRbaTdxSY7m4PNgCGSX5g","Animal Education and Rescue","review","rescue_story_or_unconfirmed","只有救助故事、传播口号或名称线索，缺少足够的本人救助运营依据。","","animal rescue","AEAR is a unique Humane Society. In addition to finding homes for rescue pets, we focus a lot of our efforts towards helping the community through educating and inspiring people. Please visit our website at","https://www.youtube.com/channel/UCEiRbaTdxSY7m4PNgCGSX5g","2026-09-18T12:19:30.743Z"
"UChONBzjk9T8JApGamCsrumg","EY TV","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Hey guys welcome to my channel continue to support this channel so that it will be more successful and developed Thank's for watching :)","https://www.youtube.com/channel/UChONBzjk9T8JApGamCsrumg","2026-09-18T12:20:04.946Z"
"UCU0gfvlNq9tgbsko05DoL3Q","Veterinary Teaching Academy","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian; physical therapist; massage therapist","On this channel, we'll be discussing everything about the world of Canine Rehabilitation. Canine Rehab on Demand is here to provide you with articles and studies on canine rehabilitation as well as information on diseases, supplements, nutraceuticals, and other products. The goal is to enrich your life with knowledge about ways to improve your pet's life and health.","https://www.youtube.com/channel/UCU0gfvlNq9tgbsko05DoL3Q","2026-09-18T08:42:28.042Z"
"UCZNWGvBdoxDY46Tjn7ktFqw","Physical Therapy & Sports Medicine Center","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","Physical Therapy & Sports Medicine Center is a Out-patient physical rehabilitation facilities located in Prince George's County, Montgomery County, and Anne Arundel County Maryland. With clinics in Greenbelt, Riverda","https://www.youtube.com/channel/UCZNWGvBdoxDY46Tjn7ktFqw","2026-09-18T08:40:08.862Z"
"UC0vrNqVNL4JCA2lL7FhKc1Q","yourvetlianne","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinarian","My name is Dr Lianne and I'm a veterinarian! I graduated from The University of Queensland, Australia as Class of 2020 and currently work as a small animal GP vet in Auckland, New Zealand. The posts on this site are my own and do not necessari","https://www.youtube.com/channel/UC0vrNqVNL4JCA2lL7FhKc1Q","2026-09-18T12:04:16.417Z"
"UC5QLDLKcV8o04viWV8oxs7g","SpinalVet Education","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","Purpose – to provide quality information on common back and neck issues of horses and dogs. Intro - In an era where misinformation and traditional misunderstanding is rife amongst our printed and online sources this channel is aimed at providing a more balanced, much more scientific view on back and neck pain in dogs and horses. The information is built on 40 odd years of ongoing study and practical experience as a veterinarian working with horses and dogs, with the last 25 y","https://www.youtube.com/channel/UC5QLDLKcV8o04viWV8oxs7g","2026-09-18T12:10:08.720Z"
"UCA3bUHX19DUNWwqLA9ZTJ3Q","Simple Fit Physical Therapy","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","physical therapist","nce and feel your best. I'm Cathy, and my mission as a physical therapist with over 25 years of experience is to guide you through safe, effective workouts you can do at home. You’ll find balance training, core and leg strength, joint-friendly mobility, and exercises to su","https://www.youtube.com/channel/UCA3bUHX19DUNWwqLA9ZTJ3Q","2026-09-18T12:10:08.875Z"
"UCJ1utUTl_apWfDrzxrJgy6A","Burwash Equine Services","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary; veterinarian","Burwash Equine Services delivers complete and compassionate horse health care by providing exceptional diagnostics and personalized care with honesty and integrity. Our brand new hospital opened in 2018, with full surgical capabilities and isolation facilities.","https://www.youtube.com/channel/UCJ1utUTl_apWfDrzxrJgy6A","2026-09-18T12:10:09.123Z"
"UC_mR522Z8n0QS6t_7z2mrAg","Carroll County, Georgia","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","animal rescue","Carroll County, Georgia","https://www.youtube.com/channel/UC_mR522Z8n0QS6t_7z2mrAg",""
"UC4DxOpyO0JREEDrNYh4DwpA","Horse Capital TV","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Covering every equine discipline while showcasing Ocala/Marion County, Florida—and beyond. Launched in 2018, our regular video content highlights all aspects of the horse industry while promoting Ocala/Marion County, proudly trademarked as the Horse Capital of the World®. This Central Florida region is home to more horses than anywhere else in the United States.","https://www.youtube.com/channel/UC4DxOpyO0JREEDrNYh4DwpA","2026-09-18T08:54:45.969Z"
"UCGch-b7ZVVsxRMy8CEv1fvA","Momentum Health Center - Arlington Heights, IL","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","chiropractors","Momentum Health Center - Arlington Heights, IL","https://www.youtube.com/channel/UCGch-b7ZVVsxRMy8CEv1fvA",""
"UCifkrT8PwrQxiPSgan6EFCA","Pharma-Medical Science College of Canada | Pharmaceutical and Medical Training College","review","industry_supplier_or_regulator","行业供应商、营销平台或监管机构，不直接作为临床从业者联系名单。","","massage therapist","b, Medical Lab Technician Practice Lab, Pharmaceutical Manufacturing Lab, Personal Support Worker Practice Lab, Pharmacy Assistant Practice Lab, and Ultrasound Technician Practice Lab.","https://www.youtube.com/channel/UCifkrT8PwrQxiPSgan6EFCA","2026-09-18T12:08:45.868Z"
"UCL1mR59zgtZaMfq1E10x6bw","T3 Education - Soft Tissue Therapy","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","massage therapist","T3 Education - Soft Tissue Therapy","https://www.youtube.com/channel/UCL1mR59zgtZaMfq1E10x6bw",""
"UCmfKR7hYCPV7ncUlgBR1glg","Move Chiropractor & Physiotherapy Clinic Lahore","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","physical therapist","chiropractors","bilitation run By Dr. Yashal Ali and Dr. Inshal Ramzan Physiotherapy could help you become more mobile and make you more comfortable. Physiotherapy uses physical techniques to improve movement,reduce pain and stiffness,speed up the healing process and increase quality","https://www.youtube.com/channel/UCmfKR7hYCPV7ncUlgBR1glg","2026-09-18T12:10:09.345Z"
"UCSYCyuxn-G0H8kbhgY3UPvg","Fairview Health Services","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist","Since 1906, Fairview Health Services has provided prevention of illness and injury to care for the most complex medical conditions.","https://www.youtube.com/channel/UCSYCyuxn-G0H8kbhgY3UPvg","2026-09-18T12:22:03.408Z"
"UCBiaxEdFk6zqD9-jAWAGsmg","Faculty of Veterinary and Agricultural Sciences","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary","veterinarian","The Faculty of Veterinary and Agricultural Sciences teaches a broad range of veterinary, agricultural, food and biomedical sciences. We strive to be the pre-eminent veterinary and agricultural science Faculty in the Asia-Paci","https://www.youtube.com/channel/UCBiaxEdFk6zqD9-jAWAGsmg","2026-09-18T12:19:05.227Z"
"UCPbi4o9w9TL887C0tY4q-qQ","Behind The Reins With Jackie Miller","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","massage therapist","massage therapist","Your online trainer / Certified Equine Massage Therapist.","https://www.youtube.com/channel/UCPbi4o9w9TL887C0tY4q-qQ","2026-09-18T08:51:53.806Z"
"UCzUmb9w68lAMm-M_CNeLbiQ","VetEdemy","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","veterinary","VetEdemy","https://www.youtube.com/channel/UCzUmb9w68lAMm-M_CNeLbiQ",""
"UCIOT8_-ON50yAMHOixzgnBg","Patrick Cook","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","massage therapist","massage therapist","this channel I will be inviting you into my life as a Licensed Massage Therapist. A native of Nashville, TN, Patrick has found a second home in Birmingham, AL for the past 10 years. Graduating from the Birmingham School of Massage in 2009, Patrick has provided sports ma","https://www.youtube.com/channel/UCIOT8_-ON50yAMHOixzgnBg","2026-09-18T08:53:57.554Z"
"UCKMNjTzI8h9PuKZrlSwPAXQ","DrHaley","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","chiropractors","The for Health Gurus The Dr. Haley Show keeps you up to date with the tips and tricks from health radicals around the world.","https://www.youtube.com/channel/UCKMNjTzI8h9PuKZrlSwPAXQ","2026-09-18T08:50:16.450Z"
"UCUy0UZE0wdTz_lmLLHapXdQ","Leila The Pet Vet","review","general_pet_or_adjacent","泛宠物／饲养／动物知识等邻近领域，没有确认兽医、康复或救助运营主体。","","veterinarian","nnel! This channel started as a way for me to share animal facts and my animal encounters. As I've gotten older, I also want to share my overall TWEEN experience since there isn't a lot of that happening on YouTube right now. So stick around as I share parts of my","https://www.youtube.com/channel/UCUy0UZE0wdTz_lmLLHapXdQ","2026-09-18T12:04:17.093Z"
"UCwhCd5j2QFu9gaoMpFPx2xg","CuraCore Vet","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinarian; physical therapist; massage therapist","At CuraCore, we believe in strong, scientific, evidence-based education in the fields of medical acupuncture, medical massage, botanical medicine, photomedicine for both human and veterinary healthcare providers. We also encourage wellness among our students, partners, and peers.","https://www.youtube.com/channel/UCwhCd5j2QFu9gaoMpFPx2xg","2026-09-18T08:36:30.430Z"
"UC2ejfyP5WXMYha1RTshezQg","The Horse Physio","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist; massage therapist","The Horse Physio on YouTube... For more information, and lots of free stuff, subscribe to my newsletter at","https://www.youtube.com/channel/UC2ejfyP5WXMYha1RTshezQg","2026-09-18T12:04:17.357Z"
"UC3aHdfuz6oS9zc9khBNyhBA","Eden Farmed Animal Sanctuary","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","Eden Farmed Animal Sanctuary, the first vegan sanctuary in Ireland, opened in 2008. It is home to more than two hundred courageous, unique, special beings, all of whom have been rescued from human use. You can connect with them","https://www.youtube.com/channel/UC3aHdfuz6oS9zc9khBNyhBA","2026-09-18T12:04:17.571Z"
"UCC4FI0XHddjlZEXh5WluPhg","MetroEast Community Media","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","MetroEast is a 501(c)(3) nonprofit community media hub based in Gresham, Oregon. We educate the public on how to leverage media & technology to create meaningful content relevant to our times.","https://www.youtube.com/channel/UCC4FI0XHddjlZEXh5WluPhg","2026-09-18T12:19:12.529Z"
"UChw8PlxvuFbB8Zo6K7Nmwcw","The Equine Practice Company","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","veterinary; veterinarian","veterinary; veterinarian; physical therapist","ironment 🤝. Our top-notch continuing education equips veterinarians with the latest knowledge 🧠 and tools 🔧 in equine medicine 🐴, the art and science of lameness in the horse, equine dentistry and general medical, surgical and equine practice topics 💡. Yet we are","https://www.youtube.com/channel/UChw8PlxvuFbB8Zo6K7Nmwcw","2026-09-18T08:35:38.746Z"
"UCizfcHA69sKwETHoCTy_tLw","Al-Shifa Chiropractic & Physiotherapy","keep","explicit_professional_scope","公开简介具有本人职业、专门诊所／服务或专门行业教学依据；未核验资质与合作意愿。","chiropractors; physical therapist","chiropractors","py Channel! Mohammad Mostafizur Rahman (DC, registered chiropractor in Australia graduated from Murdoch University, Australia) here, and I am going to post videos about different health related topics including but not limited to back, neck, shoulder, elbow, wrist, h","https://www.youtube.com/channel/UCizfcHA69sKwETHoCTy_tLw","2026-09-18T12:04:17.835Z"
"UCo8iFheHAweS__fJbU0qlBQ","Pudgey’s Place","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Just a girl and her little rescue zoo, doing our best to save some dogs. 💕 You can donate to The Pollosito Project-where I make adoption gift bags for shelter dogs-at the link below! Thank you for supporting us!","https://www.youtube.com/channel/UCo8iFheHAweS__fJbU0qlBQ","2026-09-18T12:08:50.808Z"
"UCIvHqlTNSQ4cFg7r0k4fyCA","MultCoPresents","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","View videos about Multnomah County government and the services we provide.","https://www.youtube.com/channel/UCIvHqlTNSQ4cFg7r0k4fyCA","2026-09-18T12:20:19.464Z"
"UCJRTuHln23JcX8y_vFesk6Q","Clyde Vet Group","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","veterinary","Clyde Veterinary Group was formed in 2003 to provide best in industry standards of veterinary care, delivered by three distinct teams: Small Animal, Farm and Equine. This allows us to focus on exactly what our clients and their animals need, and to train our teams to the highest standards. We have purpose built premises at Lanark Market, a site that we have extended and developed three times since. Our Lanark branch also includes our equine referral hospital, while we added o","https://www.youtube.com/channel/UCJRTuHln23JcX8y_vFesk6Q","2026-09-18T12:04:17.994Z"
"UCJvfApPciy6-cHsDrTSfm6g","Daviess County Government","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","Channel of the Daviess County (Kentucky) Government. Videos of Fiscal Court Meetings, Speak Up, and other informational videos will be posted. Agendas of Meeting are in description to allow you to search for a specific issue that was on the County's agenda. Check out our subscriptions of other Community Channels on left side of page!","https://www.youtube.com/channel/UCJvfApPciy6-cHsDrTSfm6g","2026-09-18T12:20:28.490Z"
"UCM1FK_sZvQlstzqzG_RroIg","Stony Brook Southampton Hospital","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","physical therapist; massage therapist","Since 1909, Stony Brook Southampton Hospital has provided compassionate and quality care in a safe environment where are all are welcomed and respected. Please browse our site to learn more about our many services and satellite locations throughout Long Island's East End. This channel contains videos on health-related topics. Please e-mail sbsh_info@stonybrookmedicine.edu f you would like to suggest a topic. For more information about the Hospital, please visit","https://www.youtube.com/channel/UCM1FK_sZvQlstzqzG_RroIg","2026-09-18T08:39:49.325Z"
"UCMo8Ex2JvjTnZHvf5KnlNYw","Just A Horse Listener -Bitless Rider & R+ training","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","Calm horses with bright minds. Follow my journey 🐴 Exploring bitless riding & +R training, learning behaviour & science along the way. It’s been epic, mindset-changing — and the more I listen, the more my horse has to say 🌿 What I’ve found isn’t rosettes, but something far more valuable: a communicative, connected horse 💜 Enjoy the ⬆️⬇️ Equestrian Learning & Certifications including: 🏫 University of California | UC Davis — Equine Welfare & Management 🏫 University of Flor","https://www.youtube.com/channel/UCMo8Ex2JvjTnZHvf5KnlNYw","2026-09-18T12:10:10.260Z"
"UCQam7jdhLCf6UH84ujcPklQ","Trivia on Tap","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","veterinarian","Trivia on Tap","https://www.youtube.com/channel/UCQam7jdhLCf6UH84ujcPklQ",""
"UC0L4pKdOjbYTFNO57QO9dEA","Layla Rose Ranch Equine Rescue","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","eart horse and because of him I have found my calling. We rescue horses and help them trust again so they can have forever homes. It breaks my heart seeing these horses come in in poor shape, non trusting and depressed. They count on us to help them because they d","https://www.youtube.com/channel/UC0L4pKdOjbYTFNO57QO9dEA","2026-09-18T12:10:10.067Z"
"UCa-lg5Q6a6pWSfSkCFE8nPg","Rachel | Licensed Massage Therapist","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","massage therapist","This channel is dedicated to teaching simple, intentional touch that calms the nervous system, reduces stress, and deepens connection without making massage complicated. Here you'll learn easy partner massage routines and the science behind how touch effects our relationship health, emotional regulation, and our bodies. Whether you're massaging your partner, loved one, or spouse, this channel will help you to feel confident using touch to help them unwind, relax, and feel sup","https://www.youtube.com/channel/UCa-lg5Q6a6pWSfSkCFE8nPg","2026-09-18T12:10:10.159Z"
"UCkIExAeUPAZUDK64ADPps1A","Kristina Massages","review","missing_biography","缺少公开简介，名称或搜索命中不足以确认服务领域。","","massage therapist","Kristina Massages","https://www.youtube.com/channel/UCkIExAeUPAZUDK64ADPps1A",""
"UCKrOxWbGnpy1Zfgd_HAPoHQ","Castoff Pet Rescue - Blairsville Georgia","keep","explicit_rescue_operation","简介明确自述救助／收容／寄养／康复业务及运营活动；不等于独立核实真实性。","animal rescue","animal rescue","culture, and we receive no public funding. Every life we save depends on the generosity of donors, adopters, volunteers, and the community that stands with us. Since our beginnings in 2006, when a handful of volunteers fostered in their homes and later transformed an old boarding kennel into our first s","https://www.youtube.com/channel/UCKrOxWbGnpy1Zfgd_HAPoHQ","2026-09-18T12:04:18.239Z"
"UCMkWoEbpbXPCrUrghPMsCpw","Rescue Voice","review","industry_media_or_aggregator","媒体／节目／故事汇编与从业主体分开，暂不混入主联系名单。","","animal rescue","for dramatic effect. All visual elements are carefully curated and highly edited for educational and transformative storytelling, strictly following Fair Use guidelines. We do not claim to be the original rescuers. ⚠️ IMPORTANT NOTE ON DONATIONS: We do NOT acce","https://www.youtube.com/channel/UCMkWoEbpbXPCrUrghPMsCpw","2026-09-18T12:20:54.634Z"
"UCrzcfKKq1uf5pYjLLQD0YYw","Aubrey","review","insufficient_own_scope","现有自述不足以确认本人从事目标服务；不再用搜索命中或两条相关视频直接纳入。","","animal rescue","tampa, fl 🌴 Email: teamaubreyistnick@gmail.com","https://www.youtube.com/channel/UCrzcfKKq1uf5pYjLLQD0YYw","2026-09-18T12:01:44.077Z"
